user_id,name,date,amount,recurring,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-07-27,17.79,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-07-27,149,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-07-28,26.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-07-31,0.33,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-08-03,34.39,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-08-04,7.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-08-04,9.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-08-04,169.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-08-07,11.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-08-09,13.97,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-08-09,21.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-08-11,10.96,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-08-11,10.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-08-14,9.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-08-14,11.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-08-16,9.9,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-08-16,25.65,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-08-16,102.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-08-17,0.75,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-08-17,15.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-08-17,18.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-08-21,26.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-08-21,149,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-08-23,16.93,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-08-23,24.49,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-08-23,31.33,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-08-24,42.98,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-08-25,6.29,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-08-25,11.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-08-25,14.98,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-08-25,20.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-08-28,5.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-08-28,61.76,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-08-31,38.96,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-09-05,99.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-09-05,103.94,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-09-05,169.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-09-07,4.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-09-07,5.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-09-07,6.29,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-09-07,13.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-09-07,29.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-09-08,10.96,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-09-08,10.98,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-09-08,10.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-09-11,3.19,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-09-12,6.98,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-09-12,7.95,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-09-12,12.94,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-09-12,18.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-09-13,9.9,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-09-18,10.59,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-09-18,46.97,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-09-18,73.89,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-09-20,12.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-09-20,99.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-09-21,23.52,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-09-21,42.97,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-09-21,47.91,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-09-21,64.13,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-09-21,99.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-09-22,19.98,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-09-22,26.91,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-09-22,41.92,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-09-25,7.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-09-25,21.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-09-27,5.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-09-27,7.95,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-09-27,19.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-09-27,22.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-10-02,45,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-10-02,64.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-10-02,71.97,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-10-10,7.1,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-10-10,9.98,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-10-10,12.36,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-10-10,13,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-10-10,34.38,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-10-11,7.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-10-11,15.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-10-11,21.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-10-12,31.97,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-10-17,22.97,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-10-18,10.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-10-18,34.38,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-10-18,38.44,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-10-19,11.17,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-10-19,11.17,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-10-19,11.17,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-10-19,11.17,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-10-19,11.97,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-10-19,61.97,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-10-23,17.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-10-23,64.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-10-24,99.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-10-26,15.3,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-10-26,17.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-10-30,44.78,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-10-30,127.71,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-11-01,8.46,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-11-01,15.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-11-02,16.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-11-06,6.48,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-11-06,15.24,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-11-06,45,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-11-10,15.3,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-11-10,22.97,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-11-10,35,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-11-15,36.04,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-11-15,95.97,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-11-15,131.53,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-11-17,6.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-11-17,20.57,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-11-20,9.72,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-11-20,13.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-11-20,99.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-11-21,7.59,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-11-21,24.29,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-11-28,19.98,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-11-29,27.98,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-12-01,65,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-12-01,89.98,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-12-01,129.24,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-12-05,15.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-12-05,19.98,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-12-05,99.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-12-06,6.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-12-06,10.98,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-12-07,40.69,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-12-08,6.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-12-08,15.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-12-14,14.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-12-15,98.79,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-12-18,93.34,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-12-19,6.98,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-12-19,51.98,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-12-26,7.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-12-26,16.73,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-12-26,23.74,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-12-26,99.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-12-29,8.4,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-12-29,20.88,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-12-29,22.98,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-12-29,24.98,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2023-12-29,79.75,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-01-02,98.79,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-01-12,27.98,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-01-12,39.33,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-01-16,354.46,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-01-17,29.87,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-01-19,6.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-01-19,9.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-01-19,13.59,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-01-19,19.98,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-01-29,16.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-01-29,27.98,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-01-31,28,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-01-31,39.97,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-01-31,48.59,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-01-31,50.5,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-01-31,99.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-02-02,8.8,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-02-02,31.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-02-02,99.98,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-02-06,25,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-02-07,19.95,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-02-07,25.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-02-08,25.49,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-02-08,38.4,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-02-12,8.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-02-12,38.4,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-02-12,50.74,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-02-13,1.25,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-02-15,73.66,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-02-16,19.98,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-02-16,34.49,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-02-20,6.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-02-20,6.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-02-20,15.48,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-02-20,16.14,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-02-20,22.22,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-02-20,27.48,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-02-20,30.39,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-02-20,36.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-02-20,42.06,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-02-22,3.49,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-02-22,8.35,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-02-22,11.03,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-02-22,13.47,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-02-22,41.97,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-02-23,29.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-02-28,12.1,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-02-28,18.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-02-28,22.41,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-02-28,62.88,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-02-28,69.71,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-02-29,25.98,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-02-29,25.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-03-01,28.56,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-03-01,99.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-03-04,21.95,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-03-04,22.41,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-03-04,31.4,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-03-04,44.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-03-04,99.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-03-05,9.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-03-06,19.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-03-07,3.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-03-07,29.48,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-03-07,34.91,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-03-11,3.99,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-03-11,5.21,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-03-11,49,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-03-11,79.87,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-03-14,96.93,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-03-15,35.18,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-03-15,78.23,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-03-15,88.48,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-03-15,111.12,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-03-18,9.49,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-03-18,13.98,,
KPzHNmVrlzInPamdDWFyXndJKeBySqOL,Amazon,2024-03-18,19.99,,
